client,total_sites,attribute,total_sites_using,pct_sites_using
desktop,5430532,data-actions,62730,0.011551354452933893
desktop,5430532,data-feedid,62715,0.011548592292615161
desktop,5430532,filter,62617,0.011530546178532785
desktop,5430532,data-attachment-id,62564,0.011520786545406602
desktop,5430532,data-image-resolution,62497,0.011508448895982935
desktop,5430532,aria-valuetext,62496,0.011508264751961686
desktop,5430532,data-shortcode-atts,62393,0.011489297917773065
desktop,5430532,data-image-dimensions,62180,0.011450075241247082
desktop,5430532,data-image-focal-point,62180,0.011450075241247082
desktop,5430532,data-breakpoint,62143,0.01144326191246088
mobile,7940685,rowspan,90728,0.011425714532184566
desktop,5430532,data-trigger,61774,0.011375312768620091
desktop,5430532,data-image-title,61605,0.011344192429029053
desktop,5430532,data-wow-delay,61524,0.011329276763307904
desktop,5430532,data-parallax,61490,0.011323015866585446
desktop,5430532,data-image-info,61473,0.011319885418224217
desktop,5430532,data-has-ssr-src,61446,0.011314913529650502
desktop,5430532,data-image-description,61380,0.011302760024248085
desktop,5430532,data-bg-effect-name,61372,0.011301286872078094
desktop,5430532,data-parent-fit,61357,0.011298524711759364
mobile,7940685,data-sbi-index,89695,0.011295624999606457
desktop,5430532,data-image-zoomed,61327,0.011293000391121901
mobile,7940685,gtm,89506,0.011271823526559737
desktop,5430532,data-mesh-id,61108,0.011252672850468425
desktop,5430532,data-content-field,61069,0.011245491233639724
desktop,5430532,data-orig-size,60983,0.011229654847812333
desktop,5430532,data-media-position-override,60973,0.011227813407599844
desktop,5430532,data-media-height-override-type,60973,0.011227813407599844
desktop,5430532,data-orig-file,60958,0.011225051247281114
desktop,5430532,data-comments-opened,60953,0.01122413052717487
desktop,5430532,data-large-file,60952,0.01122394638315362
desktop,5430532,data-medium-file,60949,0.011223393951089875
desktop,5430532,data-image-meta,60947,0.011223025663047377
desktop,5430532,data-form-id,60925,0.011218974494579904
desktop,5430532,data-domain-script,60773,0.011190984603350095
desktop,5430532,maskUnits,60758,0.011188222443031364
desktop,5430532,data-template,60714,0.01118012010609642
mobile,7940685,unselectable,88491,0.011144000800938457
mobile,7940685,aria-valuemin,88450,0.011138837518425678
mobile,7940685,aria-valuemax,88384,0.011130525892917298
desktop,5430532,oncontextmenu,60224,0.011089889535684534
desktop,5430532,data-hideafterloop,60206,0.011086574943302056
desktop,5430532,data-param1,60076,0.011062636220539719
mobile,7940685,data-useragent,87829,0.011060632678415023
mobile,7940685,data-price,87786,0.011055217528462594
desktop,5430532,data-hideslideonmobile,59960,0.011041275514074864
desktop,5430532,data-rel,59859,0.011022676967928741
desktop,5430532,data-param2,59773,0.011006840582101348
desktop,5430532,data-param3,59748,0.01100223698157013
desktop,5430532,data-basealign,59694,0.010992293204422698
desktop,5430532,data-param4,59679,0.010989531044103966
desktop,5430532,data-param5,59662,0.010986400595742737
desktop,5430532,data-param6,59659,0.010985848163678992
desktop,5430532,data-param9,59659,0.010985848163678992
desktop,5430532,data-param7,59659,0.010985848163678992
desktop,5430532,data-param8,59659,0.010985848163678992
desktop,5430532,data-param10,59658,0.010985664019657743
mobile,7940685,aria-valuenow,87052,0.010962782178111839
mobile,7940685,data-basealign,87024,0.010959256033956769
desktop,5430532,data-lineheight,59497,0.010956016832236693
mobile,7940685,data-anchor,86947,0.010949559137530327
mobile,7940685,data-frames,86931,0.010947544198013144
desktop,5430532,data-section,59357,0.01093023666926187
mobile,7940685,data-parent-fit,86639,0.01091077155182456
desktop,5430532,data-sbi-index,59191,0.010899668761734578
desktop,5430532,data-useragent,59126,0.010887699400353409
mobile,7940685,label,86405,0.010881303061385761
desktop,5430532,unselectable,59071,0.010877571479184727
desktop,5430532,data-has-bg-scroll-effect,59037,0.010871310582462271
desktop,5430532,data-rocket-type,58950,0.01085529005261363
mobile,7940685,transparency,85776,0.010802090751616516
mobile,7940685,data-open,85315,0.010744035306777689
mobile,7940685,data-event,85305,0.010742775969579451
desktop,5430532,webkitallowfullscreen,58304,0.01073633301488694
desktop,5430532,data-open,58224,0.010721601493187039
desktop,5430532,mozallowfullscreen,57783,0.010640393979816342
mobile,7940685,data-animation-duration,84444,0.010634347036811057
desktop,5430532,data-bind,57702,0.010625478314095193
desktop,5430532,data-price,57672,0.01061995399345773
desktop,5430532,data-emotion,57400,0.010569866819678073
mobile,7940685,data-breakpoint,83666,0.010536370602788047
desktop,5430532,data-animation-role,57162,0.01052604054262087
desktop,5430532,data-usage,57061,0.010507441996474748
mobile,7940685,data-cf-beacon,83381,0.010500479492638229
desktop,5430532,onkeyup,56954,0.010487738586201131
mobile,7940685,data-frame_hover,83210,0.010478944826548339
desktop,5430532,max,56622,0.010426602771146548
desktop,5430532,data-was-processed,56617,0.010425682051040303
mobile,7940685,data-hsjs-portal,82538,0.010394317366826665
mobile,7940685,data-hsjs-env,82538,0.010394317366826665
mobile,7940685,data-control-height,82496,0.010389028150594061
mobile,7940685,data-control-width,82495,0.010388902216874238
mobile,7940685,data-hsjs-hublet,82467,0.010385376072719167
desktop,5430532,data-alt,56378,0.010381671629961852
mobile,7940685,data-hs-ignore,82419,0.01037933125416762
desktop,5430532,data-noptimize,56355,0.010377436317473131
desktop,5430532,data-fa-i2svg,56334,0.010373569293026907
desktop,5430532,data-parent-ratio,56225,0.010353497594710794
desktop,5430532,onkeydown,55890,0.010291809347592464
mobile,7940685,mode,81711,0.010290170180532285
mobile,7940685,data-textalign,81639,0.010281102952704962
desktop,5430532,data-slide-id,55521,0.010223860203751677
desktop,5430532,data-hoffset,55471,0.01021465300268924
mobile,7940685,data-depth,80849,0.010181615314044065
mobile,7940685,data-paddingtop,80808,0.010176452031531285
mobile,7940685,data-paddingbottom,80806,0.010176200164091638
mobile,7940685,data-paddingright,80578,0.010147487275971784
mobile,7940685,data-paddingleft,80553,0.010144338932976185
mobile,7940685,xmlns:data,80492,0.010136656976066926
desktop,5430532,background,55028,0.010133077201276045
mobile,7940685,data-block-type,80190,0.010098624992680102
mobile,7940685,data-animation-repeat,80175,0.010096735986882743
desktop,5430532,data-product,54789,0.010089066780197595
mobile,7940685,xmlns:b,80092,0.010086283488137358
mobile,7940685,xmlns:expr,80076,0.010084268548620176
mobile,7940685,data-content,79990,0.010073438248715318
desktop,5430532,data-voffset,54606,0.010055368424309073
mobile,7940685,data-actions,79831,0.010053414787263315
desktop,5430532,data-num-items,54516,0.010038795462396687
desktop,5430532,data-responsive_offset,54369,0.01001172629127312
mobile,7940685,data-alt,79456,0.010006189642329346
desktop,5430532,aria-activedescendant,53034,0.009765894022906042
desktop,5430532,aria-orientation,50087,0.009223221592285986
mobile,7940685,aria-valuetext,63868,0.00804313481771409
desktop,5430532,aria-busy,38564,0.007101330035436676
mobile,7940685,aria-activedescendant,56213,0.007079112192461985
desktop,5430532,aria-readonly,36862,0.006787916911271308
desktop,5430532,aria-multiselectable,33715,0.006208415676401502
mobile,7940685,aria-readonly,48716,0.006134987094942061
mobile,7940685,aria-multiselectable,48406,0.006095947641796646
mobile,7940685,aria-busy,42706,0.005378125438800305
mobile,7940685,aria-orientation,30326,0.003819065987380182
mobile,7940685,aria-multiline,12181,0.001533998641175163
desktop,5430532,aria-role,8099,0.0014913824280936012
mobile,7940685,aria-role,10675,0.0013443424591203404
desktop,5430532,aria-setsize,6867,0.0012645169939151449
desktop,5430532,aria-posinset,6490,0.0011950946979043674
desktop,5430532,aria-multiline,6048,0.0011137030405124213
mobile,7940685,aria-setsize,7287,9.176790163569012E-4
mobile,7940685,aria-posinset,6797,8.559714936431807E-4
desktop,5430532,aria-labeledby,4326,7.966070359220791E-4
mobile,7940685,aria-labeledby,5272,6.639225709117035E-4
desktop,5430532,aria-has-popup,3080,5.671635854461404E-4
desktop,5430532,aria-sort,2595,4.778537351404982E-4
mobile,7940685,aria-has-popup,3676,4.62932354072728E-4
desktop,5430532,aria-flowto,2423,4.4618096348571375E-4
mobile,7940685,aria-flowto,3253,4.0966239058721007E-4
mobile,7940685,aria-sort,3061,3.854831163810175E-4
desktop,5430532,aria-autoclose,1963,3.614747137112902E-4
desktop,5430532,aria-labelled-by,1572,2.8947440140303013E-4
desktop,5430532,aria-visible,1545,2.8450251282931396E-4
mobile,7940685,aria-autoclose,2023,2.547639152037891E-4
mobile,7940685,aria-labelled-by,1979,2.492228315315366E-4
mobile,7940685,aria-visible,1738,2.1887280505397205E-4
desktop,5430532,aria-placeholder,1043,1.9206221416244302E-4
desktop,5430532,aria-open,941,1.7327952399507084E-4
desktop,5430532,aria-title,921,1.695966435700959E-4
mobile,7940685,aria-open,1173,1.4772025335345755E-4
mobile,7940685,aria-placeholder,1129,1.4217916968120508E-4
mobile,7940685,aria-title,1083,1.3638621856930478E-4
desktop,5430532,aria-lable,623,1.1472172523796932E-4
desktop,5430532,aria-text,612,1.126961410042331E-4
desktop,5430532,aria-description,582,1.071718203667707E-4
desktop,5430532,aria-keyshortcuts,567,1.044096600480395E-4
desktop,5430532,aria-haspop,558,1.0275236385680078E-4
mobile,7940685,aria-haspop,722,9.092414571286986E-5
mobile,7940685,aria-lable,671,8.450152600184997E-5
mobile,7940685,aria-text,561,7.064881682121882E-5
mobile,7940685,aria-description,544,6.850794358421219E-5
mobile,7940685,aria-,440,5.5410836722524566E-5
mobile,7940685,aria-keyshortcuts,394,4.961788561062427E-5
desktop,5430532,aria-,268,4.935059769466417E-5
desktop,5430532,aria-errormessage,240,4.419456509969926E-5
desktop,5430532,aria-colcount,234,4.308970097220677E-5
desktop,5430532,aria-colindex,220,4.051168467472432E-5
desktop,5430532,aria-rowcount,208,3.830195641973936E-5
desktop,5430532,aria-control,202,3.719709229224687E-5
desktop,5430532,aria-details,199,3.664466022850063E-5
mobile,7940685,aria-rowindex,269,3.3876170632634337E-5
mobile,7940685,aria-colindex,267,3.36243031929865E-5
mobile,7940685,aria-details,257,3.2364965994747304E-5
desktop,5430532,aria-described-by,173,3.1856915676033215E-5
desktop,5430532,aria-rowindex,173,3.1856915676033215E-5
mobile,7940685,aria-errormessage,249,3.135749623615595E-5
mobile,7940685,aria-colcount,240,3.0224092757740674E-5
mobile,7940685,aria-control,217,2.7327617201790525E-5
mobile,7940685,aria-rowcount,216,2.7201683481966607E-5
desktop,5430532,aria-dropeffect,139,2.559601895357582E-5
desktop,5430532,aria-expended,130,2.3938722762337098E-5
mobile,7940685,aria-described-by,190,2.39274067665447E-5
desktop,5430532,aria-hiden,129,2.375457874108835E-5
desktop,5430532,aria-expandedata-bsd,127,2.3386290698590856E-5
mobile,7940685,aria-owner,178,2.2416202128657667E-5
mobile,7940685,aria-hiden,178,2.2416202128657667E-5
mobile,7940685,aria-dropeffect,165,2.0779063770946713E-5
desktop,5430532,aria-requried,111,2.0439986358610906E-5
desktop,5430532,aria-lbelledby,100,1.841440212487469E-5
desktop,5430532,aria-collapsed,99,1.8230258103625942E-5
mobile,7940685,aria-expended,143,1.8008521934820485E-5
desktop,5430532,aria-labe,97,1.786197006112845E-5
desktop,5430532,aria-label'next,96,1.7677826039879704E-5
desktop,5430532,aria-label'tomorrow',96,1.7677826039879704E-5
desktop,5430532,aria-label'this,96,1.7677826039879704E-5
desktop,5430532,aria-label'today',96,1.7677826039879704E-5
desktop,5430532,aria-controlledby,95,1.7493682018630956E-5
desktop,5430532,aria-grabbed,90,1.657296191238722E-5
desktop,5430532,aria-name,89,1.6388817891138472E-5
mobile,7940685,aria-expandedata-bsd,129,1.6245449857285613E-5
desktop,5430532,aria-d-none,87,1.602052984864098E-5
desktop,5430532,aria-foldedopen,86,1.5836385827392234E-5
mobile,7940685,aria-grabbed,119,1.4986112659046417E-5
desktop,5430532,aria-disabled.bind,80,1.4731521699899752E-5
desktop,5430532,aria-requiered,78,1.4363233657402259E-5
desktop,5430532,aria-expaned,75,1.3810801593656017E-5
desktop,5430532,aria-model,73,1.3442513551158524E-5
mobile,7940685,aria-name,104,1.3097106861687625E-5
mobile,7940685,aria-lbelledby,102,1.2845239422039785E-5
mobile,7940685,aria-controlledby,100,1.2593371982391947E-5
mobile,7940685,aria-labe,98,1.2341504542744108E-5
desktop,5430532,aria-hidde,67,1.2337649423666042E-5
mobile,7940685,aria-foldedopen,97,1.221557082292019E-5
desktop,5430532,aria-data,66,1.2153505402417295E-5
desktop,5430532,aria-labelby,65,1.1969361381168549E-5
mobile,7940685,aria-gdprmodal,95,1.196370338327235E-5
mobile,7940685,aria-requried,95,1.196370338327235E-5
desktop,5430532,aria-gdprmodal,64,1.1785217359919802E-5
mobile,7940685,aria-select,92,1.1585902223800591E-5
mobile,7940685,aria-collapsed,90,1.1334034784152753E-5
mobile,7940685,aria-d-none,89,1.1208101064328833E-5
desktop,5430532,aria-lebelledby,60,1.1048641274924814E-5
mobile,7940685,aria-data,86,1.0830299904857075E-5
mobile,7940685,aria-label'this,85,1.0704366185033155E-5
mobile,7940685,aria-label'today',85,1.0704366185033155E-5
mobile,7940685,aria-label'next,85,1.0704366185033155E-5
mobile,7940685,aria-label'tomorrow',85,1.0704366185033155E-5
desktop,5430532,aria-expanded.bind,58,1.068035323242732E-5
mobile,7940685,aria-expand,79,9.948763866089638E-6
mobile,7940685,aria-requiered,79,9.948763866089638E-6
desktop,5430532,aria-expand,54,9.943777147432332E-6
mobile,7940685,aria-disabled.bind,75,9.44502898679396E-6
desktop,5430532,aria-polite,50,9.207201062437345E-6
mobile,7940685,aria-hidde,72,9.067227827322202E-6
mobile,7940685,aria-labelby,71,8.941294107498283E-6
mobile,7940685,aria-expaned,70,8.815360387674363E-6
desktop,5430532,aria-lablledby,47,8.654768998691104E-6
mobile,7940685,aria-dwqa-current,67,8.437559228202605E-6
desktop,5430532,aria-dwqa-current,45,8.28648095619361E-6
desktop,5430532,aria-lebel,45,8.28648095619361E-6
mobile,7940685,aria-lebelledby,65,8.185691788554766E-6
desktop,5430532,aria-type,43,7.918192913696117E-6
desktop,5430532,aria-label:,43,7.918192913696117E-6
desktop,5430532,aria-labelled,42,7.73404889244737E-6
mobile,7940685,aria-lab-el,61,7.681956909259088E-6
desktop,5430532,aria-controlls,39,7.1816168287011294E-6
desktop,5430532,aria-expandable,39,7.1816168287011294E-6
desktop,5430532,aria-descriprion,39,7.1816168287011294E-6
mobile,7940685,aria-model,57,7.17822202996341E-6
desktop,5430532,aria-acivedescendant,38,6.997472807452382E-6
desktop,5430532,aria-aria-expanded,37,6.813328786203636E-6
desktop,5430532,aria-popup,37,6.813328786203636E-6
desktop,5430532,aria-extended,37,6.813328786203636E-6
mobile,7940685,aria-controlls,53,6.674487150667732E-6
mobile,7940685,aria-polite,53,6.674487150667732E-6
desktop,5430532,aria-labeled-by,36,6.629184764954888E-6
desktop,5430532,aria-select,35,6.445040743706141E-6
desktop,5430532,aria-hdden,35,6.445040743706141E-6
desktop,5430532,aria-class,35,6.445040743706141E-6
desktop,5430532,aria-hide,35,6.445040743706141E-6
mobile,7940685,aria-expanded.bind,51,6.422619711019893E-6
mobile,7940685,aria-lebel,50,6.296685991195974E-6
mobile,7940685,aria-extended,49,6.170752271372054E-6
desktop,5430532,aria-idden,33,6.076752701208647E-6
mobile,7940685,aria-valuetransitiongoal,47,5.918884831724216E-6
desktop,5430532,aria-active-descendant,32,5.892608679959901E-6
mobile,7940685,aria-labelled,46,5.792951111900296E-6
mobile,7940685,aria-type,44,5.541083672252457E-6
mobile,7940685,aria-label:,43,5.415149952428538E-6
desktop,5430532,aria-active,29,5.34017661621366E-6
desktop,5430532,aria-showingpicker,29,5.34017661621366E-6
mobile,7940685,aria-hd,41,5.163282512780699E-6
desktop,5430532,aria-default,28,5.156032594964913E-6
mobile,7940685,aria-acivedescendant,40,5.037348792956779E-6
desktop,5430532,aria-visibility,27,4.971888573716166E-6
mobile,7940685,aria-expandable,39,4.91141507313286E-6
desktop,5430532,aria-contols,26,4.78774455246742E-6
desktop,5430532,"aria-hidden""true""",26,4.78774455246742E-6
desktop,5430532,aria-dialog,26,4.78774455246742E-6
desktop,5430532,aria-leve,26,4.78774455246742E-6
desktop,5430532,aria-exanded,26,4.78774455246742E-6
mobile,7940685,aria-hide,38,4.78548135330894E-6
mobile,7940685,aria-descriprion,38,4.78548135330894E-6
mobile,7940685,aria-labeled-by,37,4.659547633485021E-6
mobile,7940685,aria-popup,37,4.659547633485021E-6
mobile,7940685,aria-idden,37,4.659547633485021E-6
mobile,7940685,aria-aria-expanded,37,4.659547633485021E-6
mobile,7940685,aria-hdden,37,4.659547633485021E-6
desktop,5430532,aria-colspan,25,4.603600531218672E-6
desktop,5430532,aria-valuetransitiongoal,25,4.603600531218672E-6
mobile,7940685,"aria-label""link",36,4.533613913661101E-6
desktop,5430532,aria-labbeledby,24,4.419456509969926E-6
desktop,5430532,aria-expandend,24,4.419456509969926E-6
mobile,7940685,aria-showingpicker,34,4.281746474013262E-6
desktop,5430532,aria-tabpanel_cont,23,4.235312488721179E-6
desktop,5430532,aria-id,22,4.051168467472432E-6
mobile,7940685,aria-active,32,4.029879034365423E-6
desktop,5430532,aria-labelledy,21,3.867024446223685E-6
desktop,5430532,aria-tg-page-current,21,3.867024446223685E-6
desktop,5430532,"aria-label""link",21,3.867024446223685E-6
mobile,7940685,aria-exanded,30,3.7780115947175843E-6
desktop,5430532,aria-label.bind,20,3.682880424974938E-6
desktop,5430532,aria-multiselecttable,20,3.682880424974938E-6
mobile,7940685,aria-class,29,3.652077874893665E-6
mobile,7940685,aria-visibility,28,3.5261441550697453E-6
mobile,7940685,aria-contols,28,3.5261441550697453E-6
mobile,7940685,aria-default,28,3.5261441550697453E-6
mobile,7940685,aria-labbeledby,28,3.5261441550697453E-6
mobile,7940685,aria-colspan,27,3.400210435245826E-6
mobile,7940685,aria-leve,27,3.400210435245826E-6
desktop,5430532,aria-roll,18,3.314592382477444E-6
desktop,5430532,aria-toggle,18,3.314592382477444E-6
desktop,5430532,aria-exapanded,18,3.314592382477444E-6
mobile,7940685,aria-exapanded,26,3.2742767154219063E-6
mobile,7940685,"aria-hidden""true""",26,3.2742767154219063E-6
mobile,7940685,aria-dialog,25,3.148342995597987E-6
mobile,7940685,aria-expandend,25,3.148342995597987E-6
mobile,7940685,aria-lablledby,25,3.148342995597987E-6
mobile,7940685,aria-labelledy,25,3.148342995597987E-6
mobile,7940685,aria-active-descendant,25,3.148342995597987E-6
desktop,5430532,aria-automatic,17,3.1304483612286973E-6
desktop,5430532,aria-badge,17,3.1304483612286973E-6
desktop,5430532,aria-hideen,17,3.1304483612286973E-6
desktop,5430532,aria-button,17,3.1304483612286973E-6
desktop,5430532,aria-expanted,17,3.1304483612286973E-6
desktop,5430532,aria-parent,17,3.1304483612286973E-6
desktop,5430532,aria-aria-label,17,3.1304483612286973E-6
mobile,7940685,aria-tg-page-current,24,3.0224092757740673E-6
desktop,5430532,"aria-hidden-""true""",16,2.9463043399799504E-6
desktop,5430532,aria-expaneded,16,2.9463043399799504E-6
desktop,5430532,aria-labellby,16,2.9463043399799504E-6
desktop,5430532,aria-label-focused,16,2.9463043399799504E-6
desktop,5430532,aria-enabled,16,2.9463043399799504E-6
mobile,7940685,aria-tabpanel_cont,23,2.896475555950148E-6
mobile,7940685,aria-describeby,22,2.7705418361262284E-6
mobile,7940685,"aria-hiddenrue""",22,2.7705418361262284E-6
mobile,7940685,aria-expanted,22,2.7705418361262284E-6
mobile,7940685,aria-id,22,2.7705418361262284E-6
desktop,5430532,aria-combobox,15,2.7621603187312036E-6
desktop,5430532,aria-haspoup,15,2.7621603187312036E-6
desktop,5430532,aria-controles,15,2.7621603187312036E-6
mobile,7940685,aria-expaneded,21,2.644608116302309E-6
mobile,7940685,aria-badge,21,2.644608116302309E-6
desktop,5430532,aria-columnheader,14,2.5780162974824567E-6
desktop,5430532,aria-coa,14,2.5780162974824567E-6
desktop,5430532,aria-labledby,14,2.5780162974824567E-6
desktop,5430532,aria-lavel,14,2.5780162974824567E-6
desktop,5430532,aria-focusable,14,2.5780162974824567E-6
desktop,5430532,aria-describeby,13,2.39387227623371E-6
desktop,5430532,aria-controls-drawer,13,2.39387227623371E-6
mobile,7940685,aria-req,19,2.39274067665447E-6
mobile,7940685,aria-parent,18,2.2668069568305504E-6
mobile,7940685,aria-aria-label,18,2.2668069568305504E-6
mobile,7940685,aria-labellby,18,2.2668069568305504E-6
mobile,7940685,aria-controles,18,2.2668069568305504E-6
mobile,7940685,aria-toggle,18,2.2668069568305504E-6
desktop,5430532,aria-lazyload,12,2.209728254984963E-6
desktop,5430532,aria-qtiped,12,2.209728254984963E-6
desktop,5430532,aria-req,12,2.209728254984963E-6
desktop,5430532,aria-labl,12,2.209728254984963E-6
desktop,5430532,aria-labelleby,12,2.209728254984963E-6
desktop,5430532,aria-expande,12,2.209728254984963E-6
desktop,5430532,aria-controledby,12,2.209728254984963E-6
desktop,5430532,aria-exapnded,12,2.209728254984963E-6
mobile,7940685,aria-haspoup,17,2.140873237006631E-6
mobile,7940685,aria-label.bind,17,2.140873237006631E-6
mobile,7940685,aria-button,17,2.140873237006631E-6
mobile,7940685,aria-enabled,17,2.140873237006631E-6
desktop,5430532,aria-labeldby,11,2.025584233736216E-6
desktop,5430532,aria-described,11,2.025584233736216E-6
desktop,5430532,aria-labbel,11,2.025584233736216E-6
desktop,5430532,aria-target,11,2.025584233736216E-6
desktop,5430532,aria-lablelledby,11,2.025584233736216E-6
desktop,5430532,aria-tooltip,11,2.025584233736216E-6
mobile,7940685,aria-nav-level,16,2.0149395171827114E-6
mobile,7940685,aria-roll,16,2.0149395171827114E-6
mobile,7940685,aria-labelleby,15,1.8890057973587921E-6
mobile,7940685,aria-wer,15,1.8890057973587921E-6
mobile,7940685,aria-bs-label,15,1.8890057973587921E-6
mobile,7940685,aria-label-focused,15,1.8890057973587921E-6
mobile,7940685,aria-hideen,15,1.8890057973587921E-6
mobile,7940685,"aria-hidden-""true""",15,1.8890057973587921E-6
mobile,7940685,aria-labl,15,1.8890057973587921E-6
desktop,5430532,aria-content,10,1.841440212487469E-6
desktop,5430532,aria-position,10,1.841440212487469E-6
desktop,5430532,aria-describledby,10,1.841440212487469E-6
desktop,5430532,aria-epanded,10,1.841440212487469E-6
desktop,5430532,aria-bs-label,10,1.841440212487469E-6
desktop,5430532,aria-valuemaz,10,1.841440212487469E-6
desktop,5430532,aria-list-color,10,1.841440212487469E-6
desktop,5430532,aria-show,10,1.841440212487469E-6
desktop,5430532,aria-method,10,1.841440212487469E-6
desktop,5430532,aria-theme,10,1.841440212487469E-6
desktop,5430532,aria-desribedby,10,1.841440212487469E-6
desktop,5430532,aria-closed,10,1.841440212487469E-6
desktop,5430532,aria-link,10,1.841440212487469E-6
desktop,5430532,aria-labbeled-by,10,1.841440212487469E-6
mobile,7940685,aria-hashpopup,14,1.7630720775348727E-6
mobile,7940685,aria-labbel,14,1.7630720775348727E-6
mobile,7940685,aria-columnheader,14,1.7630720775348727E-6
mobile,7940685,aria-lazysrc,14,1.7630720775348727E-6
mobile,7940685,aria-expnaded,14,1.7630720775348727E-6
mobile,7940685,aria-exapnded,14,1.7630720775348727E-6
mobile,7940685,aria-desribedby,14,1.7630720775348727E-6
mobile,7940685,aria-coa,14,1.7630720775348727E-6
mobile,7940685,aria-labledby,14,1.7630720775348727E-6
desktop,5430532,aria-alert,9,1.657296191238722E-6
desktop,5430532,aria-focus,9,1.657296191238722E-6
desktop,5430532,aria-labels,9,1.657296191238722E-6
desktop,5430532,aria-command-name,9,1.657296191238722E-6
desktop,5430532,aria-ignore,9,1.657296191238722E-6
desktop,5430532,aria-animate,9,1.657296191238722E-6
desktop,5430532,aria-value,9,1.657296191238722E-6
desktop,5430532,aria-hiddan,9,1.657296191238722E-6
desktop,5430532,aria-wer,9,1.657296191238722E-6
desktop,5430532,aria-outside_close,9,1.657296191238722E-6
desktop,5430532,aria-multiselect,9,1.657296191238722E-6
desktop,5430532,aria-lalel,9,1.657296191238722E-6
desktop,5430532,aria-lablel,9,1.657296191238722E-6
desktop,5430532,aria-labell,9,1.657296191238722E-6
mobile,7940685,aria-theme,13,1.6371383577109532E-6
mobile,7940685,aria-lavel,13,1.6371383577109532E-6
mobile,7940685,aria-focusable,13,1.6371383577109532E-6
mobile,7940685,aria-method,13,1.6371383577109532E-6
mobile,7940685,aria-target,13,1.6371383577109532E-6
mobile,7940685,aria-multiselecttable,13,1.6371383577109532E-6
mobile,7940685,aria-content,13,1.6371383577109532E-6
mobile,7940685,aria-lablelledby,13,1.6371383577109532E-6
mobile,7940685,aria-described,13,1.6371383577109532E-6
mobile,7940685,aria-expande,12,1.5112046378870337E-6
mobile,7940685,aria-controledby,12,1.5112046378870337E-6
mobile,7940685,aria-hiddan,12,1.5112046378870337E-6
mobile,7940685,aria-conrol,12,1.5112046378870337E-6
mobile,7940685,aria-lazyload,12,1.5112046378870337E-6
mobile,7940685,aria-tooltip,12,1.5112046378870337E-6
mobile,7940685,aria-qtiped,12,1.5112046378870337E-6
desktop,5430532,aria-rowspan,8,1.4731521699899752E-6
desktop,5430532,aria-bs-expanded,8,1.4731521699899752E-6
desktop,5430532,aria-hiddden,8,1.4731521699899752E-6
desktop,5430532,aria-expaded,8,1.4731521699899752E-6
desktop,5430532,aria-contorls,8,1.4731521699899752E-6
desktop,5430532,aria-bs-labelledby,8,1.4731521699899752E-6
desktop,5430532,aria-expanded_,8,1.4731521699899752E-6
desktop,5430532,aria-hashpopup,8,1.4731521699899752E-6
desktop,5430532,aria-labelledb,8,1.4731521699899752E-6
desktop,5430532,aria-owner,8,1.4731521699899752E-6
mobile,7940685,aria-controls-drawer,11,1.3852709180631142E-6
mobile,7940685,aria-epanded,11,1.3852709180631142E-6
mobile,7940685,aria-lazybg,11,1.3852709180631142E-6
mobile,7940685,aria-diasabled,11,1.3852709180631142E-6
mobile,7940685,aria-link,11,1.3852709180631142E-6
desktop,5430532,aria-disable,7,1.2890081487412283E-6
desktop,5430532,aria-discribedby,7,1.2890081487412283E-6
desktop,5430532,aria-label-position,7,1.2890081487412283E-6
desktop,5430532,aria-action,7,1.2890081487412283E-6
desktop,5430532,aria-presentation,7,1.2890081487412283E-6
desktop,5430532,aria-labbelledby,7,1.2890081487412283E-6
desktop,5430532,aria-mobile-expanded,7,1.2890081487412283E-6
desktop,5430532,aria-href,7,1.2890081487412283E-6
desktop,5430532,aria-haspopups,7,1.2890081487412283E-6
desktop,5430532,aria-hiddenn,7,1.2890081487412283E-6
desktop,5430532,aria-conrol,7,1.2890081487412283E-6
desktop,5430532,aria-labeled,7,1.2890081487412283E-6
desktop,5430532,aria-state,7,1.2890081487412283E-6
desktop,5430532,aria-hodden,7,1.2890081487412283E-6
desktop,5430532,aria-laballedby,7,1.2890081487412283E-6
desktop,5430532,aria-hiddent,7,1.2890081487412283E-6
desktop,5430532,aria-labelldby,7,1.2890081487412283E-6
desktop,5430532,aria-abel,7,1.2890081487412283E-6
desktop,5430532,"aria-hiddenrue""",7,1.2890081487412283E-6
mobile,7940685,aria-list-color,10,1.2593371982391947E-6
mobile,7940685,aria-bs-expanded,10,1.2593371982391947E-6
mobile,7940685,aria-hiddden,10,1.2593371982391947E-6
mobile,7940685,aria-labbeled-by,10,1.2593371982391947E-6
mobile,7940685,aria-lalel,10,1.2593371982391947E-6
mobile,7940685,aria-bs-labelledby,9,1.1334034784152752E-6
mobile,7940685,aria-labell,9,1.1334034784152752E-6
mobile,7940685,aria-action,9,1.1334034784152752E-6
mobile,7940685,aria-show,9,1.1334034784152752E-6
mobile,7940685,aria-abel,9,1.1334034784152752E-6
mobile,7940685,aria-closed,9,1.1334034784152752E-6
mobile,7940685,aria-focus,9,1.1334034784152752E-6
mobile,7940685,aria-expanded_,9,1.1334034784152752E-6
mobile,7940685,aria-multiselect,9,1.1334034784152752E-6
mobile,7940685,aria-position,9,1.1334034784152752E-6
